"sepa_soc_1";"sepa_soc_2";"sepa_soc_3";"sepa_soc_4";"sepa_soc_5";"sepa_eco_1";"sepa_eco_2";"sepa_eco_3";"sepa_eco_4";"sepa_eco_5";"fam_1";"fam_2";"fam_3";"grp_1";"grp_2";"grp_3";"rec_1";"rec_2";"rec_3";"her_1";"her_2";"her_3";"def_1";"def_2";"def_3";"fai_1";"fai_2";"fai_3";"pro_1";"pro_2";"pro_3"
5.30588493885546;4.47744169832843;4.75261747365457;3.89739058707255;3.70114424020407;3.63428285923489;2.69743342926512;2.97615866363503;5.28509402827995;2.6827711084281;4.91441262322588;6.71941909322565;6.18498253655014;7.21409468976682;4.34567177425755;5.76617545616679;6.37499712216804;5.10333229761468;6.91860679666348;5.09894072631937;6.87907730069128;3.52161425226405;3.16169656929455;3.15767595615357;3.12321440169962;3.35722582006971;5.57818553757984;3.97495623014149;6.48982769112227;4.21472721497128;4.15442561742256
4.75646793278839;1.78188727982175;3.22075271736947;4.30948283241823;4.14809945398413;3.34215596176693;2.43879206634385;4.45979347925967;2.33692133061548;4.35773038393996;5.86957714651597;5.51309800565479;7.10924389943976;6.66892914972236;3.92032398014813;6.11922123717235;5.94002326833005;6.45134933343915;6.82871233741395;5.03961625838618;6.27160046042069;3.82154278217485;7.74087842068606;6.48323919264285;5.12835939547213;5.94509953865847;5.26042614762795;6.51060663004158;3.46394852171633;3.41437261512594;5.95570322864375
5.64632345459707;4.75072940986077;5.49531738557582;2.95133984854073;4.74927013873934;2.60515414832568;2.613206557833;4.1660993926214;2.49114997396365;1.92690096403147;4.26256735470779;4.6442095134167;2.22257346586663;3.52208219820418;3.72800538559089;5.84711400134361;7.07947302265918;7.42071804976773;6.31913736343068;4.39177123112518;3.64428613897192;4.75360023991669;5.90877932927321;4.43191515073781;3.69672673968853;4.25423664065305;5.092952579668;4.57539648556827;3.20745636982531;5.57615588319711;4.6253817966602
3.15544092633534;0.816708112091301;2.08575411370168;1.45691267542272;3.81489872092237;4.77919123110895;3.28797746989232;2.92505495463863;3.43969341284501;4.60208539603039;4.71347327292026;4.98377742403646;3.22535093497049;2.21490466086598;2.82972982746347;5.43562694118202;5.83952900014782;5.38689946520047;3.79374686279731;5.23042893311176;3.74982244801197;3.3885149769034;2.37729096529423;4.49800687659022;2.09100405537973;4.95121673172674;2.48491180363322;4.51919529893074;5.81220345913122;5.40948674143152;6.91338034558746
3.4600231447488;-0.228218618780275;0.769926138596139;3.41827009989908;0.571326073017945;3.18701024584843;3.64139784040536;2.32216794215904;3.51451036007045;5.19348060751306;3.52601160370555;4.61983237054163;4.98884394625393;3.64355506540634;5.32702950404849;4.96115237260031;3.2087073406115;5.48605317446387;5.35684823556059;4.38619846123711;3.38491582789916;-0.0824553965875716;3.05265296546345;5.1676399698464;6.04506205281966;6.76047303516281;7.47501093238033;5.67772747062785;6.41533721975002;7.15207222025275;5.98013244586561
5.49163506673788;1.95114922814898;5.39790649998525;4.53830656058804;5.24018684401941;2.34092779326346;2.2911882743918;2.3713328525444;2.96963345704199;5.08108227950202;6.28228472377322;4.3052547707547;4.93093629875387;4.60545646070902;5.22227384578829;5.51274892974592;4.37723887441688;5.73831639640855;4.47837497613985;3.1302061916794;4.23580246754507;4.89902656476625;4.95475871104748;4.34845669748622;4.84445886773687;3.3850161077918;5.31700831667824;3.37833929907401;1.62841129778982;6.4612554405505;3.9372781275214
5.8268863876706;3.33429519549457;3.24769935925048;3.00466961036016;4.80490904400188;5.24862299598475;5.00050131314181;3.43183104197049;7.30929852597717;4.05295866126563;3.90820858974031;4.73359865286325;4.20666681558483;3.18106455730641;2.35088330553824;4.90078973657862;4.46711614305082;5.15565760547225;6.07921573888767;4.33973193527209;3.16562453578671;2.17288744026946;3.6792877726338;5.82215158112844;5.51233611069351;1.82332031618708;4.79721363120989;3.19871047257999;1.72557806470399;6.44940800705496;5.49011182876953
3.39800990287107;2.29984612905392;4.77356121766005;4.38798362355687;3.62502070484028;4.06302017882726;3.82447652604873;4.6484862972699;5.03277362252078;4.72039855555964;6.25317656167007;5.6584388464411;6.10461950027753;5.45485261028728;5.91857614449176;5.54146883906749;6.92226973796203;6.94525507455828;5.32854924604397;6.07851738111834;5.94907444609559;5.17420303429722;6.18839643729367;4.60614771999364;5.57283700226399;5.88993579495665;7.14307670801732;4.91752995340136;5.88890474930099;6.41405681593519;8.14572831321954
5.22916731746376;2.3765038530046;3.4355388023374;2.70568962687694;2.15458279827819;2.92983593227056;5.43597059405603;3.53823024390023;3.42643256683398;2.14665763281177;3.74281007547203;5.18320231535569;3.69107428474072;3.33669271390467;3.05390436981526;4.63068833522054;5.24442919818239;6.6903613008521;4.38971834923856;3.48160844608621;4.78477012036578;5.27475967077809;3.40202490104507;1.84661771433205;3.22257647537583;5.72148857280981;5.64296607043365;5.53011468766094;4.36858716732163;7.41862837426523;4.12966792154292
4.60233707709783;1.08031047138709;4.03701862055307;5.11590402091822;2.99291789057073;4.48624435748795;4.42357597834589;4.36933326455131;4.56593508890583;3.48694487192728;2.87222193922331;3.25444784490799;3.441113069889;2.72300023662222;4.38391529793562;4.96895265574541;4.66408607596594;4.20783338733626;5.036487907487;5.12200442257043;5.98186668475348;2.20802514392127;4.81172980916515;3.27763960542039;5.71061920925201;4.92683216102587;7.22774176734129;3.47152306970765;5.28755161183754;6.92651538462252;7.58722314644436
