"sepa_soc_1";"sepa_soc_2";"sepa_soc_3";"sepa_soc_4";"sepa_soc_5";"sepa_eco_1";"sepa_eco_2";"sepa_eco_3";"sepa_eco_4";"sepa_eco_5";"secs_soc_1";"secs_soc_2";"secs_soc_3";"secs_soc_4";"secs_soc_5";"secs_soc_6";"secs_soc_7";"fam_1";"fam_2";"fam_3";"grp_1";"grp_2";"grp_3";"rec_1";"rec_2";"rec_3";"her_1";"her_2";"her_3";"def_1";"def_2";"def_3";"fai_1";"fai_2";"fai_3";"pro_1";"pro_2";"pro_3"
4.50124606244257;2.75987146284667;3.4771677397002;2.32833833261483;1.69044114605872;4.17075482645993;3.9261813273747;4.53582290469992;4.49179862756338;2.86195724555703;5.61533943919276;5.83663501485542;0.295383340270885;3.71935807110954;8.16670465859737;8.84983947042895;3.97902109963363;4.30570719588793;3.27996100141576;5.18898278235989;1.56519739029998;2.08975051771865;6.02277353602802;1.35349607569966;6.03072208774442;2.93755581143516;2.96593742657024;6.78321659478708;-1.52874676933159;-0.0157214915549098;5.05937868712412;-1.40301449612051;2.81787789621257;6.61745703190324;10.5705227991485;7.22215836910274;10.7841919911003;10.9060337861819
3.23557970377794;2.33797643426723;1.47027418462092;2.24523653216812;0.0429814285743664;3.11199224357423;2.37958632909822;3.41745576353861;3.63201144486534;3.72511460324179;3.32388658126339;5.30297173715602;5.34276257709901;6.31361271598914;3.19860678754174;5.69516032766667;5.56797992752418;2.73871998032187;1.29667894423499;2.66226984172887;3.42760785257645;2.27034777843263;2.68839888957406;5.77608600953799;4.6748413948722;4.29021100890185;2.95191684511006;5.8727158669145;4.26006712781171;-1.30042772983261;5.98195597830717;2.35791746851071;10.099689151492;9.72758162232482;9.98292941533271;9.17111868851444;9.78480761960559;10.0216295387411
2.93165992203634;0.993181746475162;2.32925895301735;0.0265777914965821;-0.102088861812313;1.45806349291084;1.65146448904733;2.6315595173741;2.62870340648864;3.42231740743586;4.65085815422841;6.2296956905888;3.40893084109643;7.55767748088146;4.40240718748345;6.6455791243271;2.31912938171332;4.58790798466342;3.96613187433703;1.62744789567588;5.69767486612639;4.89303364248659;6.38899261217746;1.4529371749919;7.14870754380745;3.63381470311435;6.87819352132405;3.11979317112287;-1.69219703938613;4.01596893782393;0.923134590244944;11.5758344338002;6.11409180886642;9.78662893078744;10.0565868779091;8.80214040907019;9.7764298468367;9.11790906908219
2.60961462505004;1.45976866911177;3.11176262277825;0.741747242299462;1.9935456171551;3.61440839846286;1.12624704113016;2.41473195813835;3.43654656398226;2.64691146889039;0.0105303179199963;3.74033213515654;3.1325321873001;0.422440794481701;2.2850124873275;5.87945207514924;1.13534084685038;2.06587404607085;4.24494311067255;3.47156912386495;5.46789049708367;6.37657528793828;8.61021180478644;4.87018422753351;6.43176841334043;5.05446639356491;4.96919222657715;10.5102252472215;7.16960748985473;3.60705972973597;5.04312475965819;1.2251803358253;14.0871853531454;9.55400542925296;10.3793844786296;5.47653569926897;8.99425913908655;7.85154968272997
3.26287578987214;1.08271626326341;2.04459858617944;0.323861048376357;2.73208609925845;4.45938027105377;4.95725893026562;3.796802783403;4.97347972076523;4.99180917194719;1.23304682317452;3.82426234484403;1.56783908781498;4.39921038042414;2.16881624169843;1.64705820478107;1.34405791479948;0.149073525655348;3.69519245320251;1.76227103219954;6.55593723733839;7.01952694296447;3.81452276053395;7.93343447784671;8.28340161709503;8.48531753877537;5.63820157008955;1.00533225026196;1.14824496714691;3.36563087504248;6.63000150587879;1.87767627234833;5.79115912463964;8.83374475719208;4.92842458382455;4.26299502227229;7.59814946304306;10.3450152373259
4.18472691454003;1.98094387312039;4.74863975408437;2.91418455759353;2.49531828918585;5.22053222754612;4.57533028417691;5.41154749176582;4.5702348123971;4.29701289566993;2.11925259663913;7.52483179479964;6.25727006045787;2.82366219367894;2.32817912052646;5.25368663022599;3.36761189197293;4.77105818520179;2.78936097010762;2.43544599353415;1.74828401786651;-2.50678874286912;0.836150351470977;3.56730894198164;7.37106948845597;4.0862764647447;0.432957452492165;2.14771863622709;-5.51728717718284;-0.296414901098721;2.62180460751109;5.35365063415358;2.64982552359807;7.52748263199228;7.32338473136095;10.3547135034896;8.14207401385424;12.8342565167243
3.01062095219999;1.6862982022342;2.13222527052158;2.07406122549233;1.34829817408743;3.64050328169709;2.3403124334223;3.19954915112023;4.20901809098933;4.05985113783919;3.65703010891729;3.82035895096835;4.23889199108855;5.89112266480121;2.71517397220876;5.36703705557011;3.05539895280786;7.10690411142183;3.77896842474027;6.50011137947093;6.80856937339622;9.73373328838869;4.9496325093267;3.27286447087018;7.92937393031365;7.24345585504928;5.71487316102668;3.46764791749111;6.31932967367925;5.73508777515864;3.59760856750993;8.05153461516447;6.70346739320785;9.90334245724225;7.38333793475241;7.44785143423857;9.14821563874827;6.30127391438301
4.55178397210511;4.27579386703733;3.23999103823597;3.13653303791123;2.23227494527918;4.43519219513111;3.69813199575718;4.10383161941463;3.13753883402022;5.51817162602548;1.76906422818106;9.44898469811829;5.10775776011817;9.83301614201054;4.94996172518029;4.63231225311226;6.21027567847795;7.04738756446411;8.08198029928777;6.20634994220714;5.23551873497653;4.54686819968579;5.36264819783106;7.61310447750339;9.23709992398266;6.2844733801153;8.05966708313066;7.62641974621029;6.99503738548848;7.68816438911473;7.86787397912862;6.81251766242676;5.73681087181158;9.38358222205507;1.89424892584773;9.46621575907632;8.98433107626297;12.0304515896255
4.29459467784524;3.4330422671241;3.6708747193403;2.91118852808456;3.26729155472855;4.22020357855444;3.86147742599477;5.09898190851106;3.50533172569973;5.37893437312588;0.293356049821662;7.03304681950965;5.79520897292796;3.94893496044577;8.10925403135545;5.56689603877355;4.68356611572413;6.90908061833592;5.57137068299642;5.21068105402268;7.80490140634731;6.64869442661809;9.96291008234377;5.40096528120667;4.2536803072033;9.04675055666445;8.20064704858813;6.08568490294914;2.54466964199114;4.46084113952628;2.95242849001362;7.24061285696908;3.6169264468688;7.03302316441858;3.92328073296265;7.12093528435914;13.3603484105386;10.0007914671893
2.56772808467989;1.00488022285962;3.34439015492031;1.69416781745379;2.00187056953846;3.09346623527119;2.60197046813511;2.33443259869118;2.73481906616603;4.56669417017654;2.52932072573797;0.923597385168704;6.17816276374974;6.49688670702994;1.90097917833258;2.91246965360357;5.34165153027019;5.79543792478179;4.56702546978313;5.28823118494287;0.937236244147479;2.45752157659147;4.0344960413678;8.82140995229663;7.86131685291089;8.1756047760878;3.79809529946865;2.71861695826848;6.06945703936192;2.1763014463617;1.92474610597131;2.49253857073765;6.03069936374786;9.28073874183128;6.71816785395332;6.97282084896995;9.80973175686429;11.3117766708632
